tenure_years,age,salary_k,performance_score,absenteeism_days,workload_index,Department,Education_Level
6.222329802913694,41.65232366401859,52.95465706838312,66.09981049907582,3.494093664569289,8.545035523403604,Finance,PhD
12.816358321536145,50.22950262775156,95.9053137138554,94.51639018658032,1.5861658003927834,7.58758618178352,Sales,High School
7.373974476031714,36.93216128892753,55.76031329576699,66.93943858539943,3.416339542694582,7.2397333079786215,IT,High School
-1.186950215586691,28.009672173486898,33.0471916045917,55.782684315963074,1.382140022011595,5.927190012216444,Finance,Bachelor
1.143602992679395,26.930709415057237,42.245989689053815,91.03523005200117,-0.27000676779088684,5.086633541841531,Finance,PhD
-0.13420439842446863,23.905698972904105,32.41345815200608,41.08449886206496,2.3443533692837124,4.010105059202847,Sales,PhD
2.223348218864005,27.290763665414268,47.631737662174885,91.21289333113295,0.9987321465125031,4.600938380711726,IT,PhD
10.414774817658639,45.851135742824994,59.24756368004082,37.5650796539231,5.464749271388785,3.8113314656197006,Finance,High School
12.396745239850953,48.713622377691664,94.12072797783965,96.3073508286401,1.0208864882959618,8.230700905718683,Sales,PhD
8.293939203108447,44.0721753706134,88.03565002438592,72.50196577784259,1.1591580072676568,5.6325505472490045,HR,Bachelor
3.834025814319539,38.205381033497176,39.239231409509124,19.648397256740814,12.686827495452839,6.601672987118372,Marketing,High School
1.4489393348850177,23.50622920686262,52.72518210384354,96.47338571219066,1.969548066889097,4.471352490827729,IT,Master
5.874564198000376,42.05893401645199,50.19731283204312,66.97659026660426,4.674757997570055,5.739356663944875,Marketing,Bachelor
7.83684807002983,40.12895783701322,85.87122213459139,76.86654201780786,1.0827895939533354,5.805069091984054,Finance,PhD
6.734122817807536,41.5734362078578,78.30788919618624,79.51572635771396,1.205222408950986,6.645916633751768,IT,PhD
7.363589355920098,38.69610044228891,54.79458880362858,65.64070211506005,4.316096755460627,7.564575112199667,HR,High School
1.3559144295475056,26.166101311107166,41.78870421953151,90.60785257738263,2.1387180678560975,6.093395725049927,HR,Bachelor
12.065503772567684,51.381655753062724,96.11066885816857,85.60625689168262,2.255756125573521,7.105392697780496,Sales,High School
11.381875177181529,50.5875358468025,62.80521920381832,34.81412882507583,6.125444519276257,3.3004688117455148,Sales,High School
5.690174042986137,37.358821400980354,66.22029255968374,65.36541065463724,5.208256732653224,4.903217170585523,HR,Bachelor
4.879356965870165,37.300229301753994,37.09596277456387,21.426679415795036,11.640088906433329,9.031158713073232,Finance,High School
0.3847464421581563,20.12980107660161,34.23070648385725,39.99213026646392,2.8354763654608877,5.780492805415359,Sales,PhD
13.415390275560162,50.90091945080893,94.41617042102376,84.82221079297798,2.7388513518533313,7.678757233882088,Marketing,Bachelor
2.349142605932191,21.45096178538526,45.39371300859372,92.2569270531216,2.5984264553578393,3.14479361768891,Finance,Master
6.177208787416915,41.66826912872478,29.14288724278078,18.850584423567298,11.196276339105316,6.530270203510402,IT,High School
10.586417676343247,47.07705849645889,63.22565106765029,40.516161930607744,6.66863583518759,3.537736216938194,Sales,Master
6.519321676341968,45.311505413307174,83.07743964227201,70.16589361282743,0.3374963863007452,6.05249410800861,Finance,Bachelor
7.425593918445907,41.58350790661642,84.36510253295933,68.28157577734595,2.681784234549846,8.85008148257636,IT,Bachelor
10.298155472628444,48.60259415661313,62.65913087740557,33.722861735090675,6.791568868277842,4.2812873442405195,HR,Bachelor
0.9014004289778639,20.274133590901876,26.75001833651578,54.542691036635844,2.467039398264064,3.2204679865820482,IT,High School
9.77922006782433,50.597524964529306,64.44783684274147,37.02232181442162,6.94686077301402,4.318770031148127,HR,High School
2.2759775664061603,25.0289521410635,36.414952188848375,81.179316164935,1.4152452343233937,4.529170366944733,Finance,Bachelor
13.017659020469123,50.54851237369307,95.9338338223854,84.22308533823339,0.38848219700805176,6.5933389031517775,Marketing,Master
10.664931728072311,45.37299321346049,66.94387964260754,41.72473438224525,6.783029292538722,4.3490704507698705,Finance,High School
1.6746427903200078,23.63062548083041,37.13169025211106,45.79301830333788,2.274213629855549,4.16844588597209,Sales,Bachelor
11.042624404422273,50.17234021462251,74.49136689644547,35.14792713364536,7.32363016855493,4.5148421928734495,Marketing,Master
6.009585967891194,34.970852981882885,39.37019420324651,23.670379029637836,11.897351426549369,8.3636072951997,Marketing,High School
7.194644178337912,41.994926284772454,54.36601812939647,72.3675192751496,4.071607662267223,4.044679804171008,Marketing,High School
12.19196571581426,53.55932106453868,101.55154373059804,94.97841905394978,0.4378319734216979,7.790778126255472,Marketing,PhD
7.316659811950507,44.73741127520885,81.57266213031663,81.66298659438954,0.378719252943416,7.529616184773371,Sales,PhD
12.112836743549456,45.74231817196966,67.59112159790546,34.025518037457566,5.308082814657576,1.6545830654320683,HR,Master
0.2496864170406865,24.421630155918383,38.35218492131192,83.11587169211988,-0.11177829913444204,3.033620906207931,Sales,Bachelor
4.740139148636807,25.79041047003725,45.01482051720631,95.9759343082076,0.23040653549769285,4.326044376365859,IT,Master
14.226963851233405,51.20072762877079,96.12342362875943,92.66295415936546,-0.4183657329330317,6.239191188019224,Marketing,PhD
5.260656154705202,40.6350816380348,40.86828481638358,25.28877073333614,12.639737506698895,7.452496456102683,Marketing,High School
5.709890345904833,41.73398665478818,88.49604823925638,77.88789835861759,2.88580197567713,7.046645383670124,Finance,Master
11.59937926535213,53.27678385121676,93.35690762125508,91.01593715541172,0.4558859978858074,7.837207093927706,Sales,High School
4.6083293904959675,34.23495849706507,40.460020270514796,19.344656850325144,11.037858771809615,7.000223947995788,HR,Master
0.9377943037797362,24.115394444331567,45.62083620438582,83.13396296105476,0.2847514811824092,3.305823264114648,Finance,Master
6.958797499273339,39.27511635781882,64.15109204970271,62.46070209064658,2.679691923871771,7.1204162316812525,Finance,High School
1.927998990264501,24.059140186572996,35.621862690768424,57.25873461159154,2.2355592586697943,3.135797455930546,Sales,High School
10.529896182288164,53.78519467659862,88.9441403535961,91.65382059533262,1.014273067836434,7.046060580603355,Marketing,High School
10.278121465142418,47.02318713370572,52.90208930271146,34.203322944230315,6.0074663205937195,4.046056042823805,Finance,High School
1.4597471015791719,20.216571222057002,33.02004259295142,84.08347205186442,0.48955779323344906,3.622882126306552,IT,PhD
7.203302196742302,44.02724301320541,92.41608796551463,62.74691297152948,2.481947172531803,6.717417120963213,HR,PhD
